Sensor Latitude,Sensor Longitude,Precision Time Stamp
53.93224416,13.0590562,1745587094000
53.93224416,13.0590562,1745587200000
53.93224445,13.05905528,1745587302000
53.93224453,13.059055,1745587405000
53.93224463,13.05905475,1745587508000
53.93224464,13.05905457,1745587613000
53.93224453,13.0590546,1745587716000
53.93224441,13.05905463,1745587819000
53.93224434,13.05905424,1745587920000
53.93224411,13.05905361,1745588022000
53.93224411,13.05905361,1745588123000
53.93224424,13.05905292,1745588225000
53.93224424,13.05905292,1745588327000
53.93224424,13.05905292,1745588429000
53.93224424,13.05905292,1745588530000
53.93224424,13.05905292,1745588631000
53.93224424,13.05905292,1745588732000
53.93224424,13.05905292,1745588834000
53.93224424,13.05905292,1745588936000
53.93224424,13.05905292,1745589038000
53.93224394,13.0590517,1745589140000
53.93224394,13.0590517,1745589242000
