Id,Time(millis),Time(text),FlightMode,GpsCount,GpsSignalLevel,Latitude,Longitude,Altitude(meters),Altitude(feet),Altitude(ASL_meters),HomeLatitude,HomeLongitude,HomeDistance(meters),HomeDistance(feet),FlyZoneInfo,Battery1_Power(%),Battery1_Voltage,Battery1_Temperature(C),Battery1_Current,Battery1_ChargeRemaining,VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s),Speed(m/s),Speed(km/h),Speed(mph),Pitch,Roll,Yaw,UpLinkQuality(%),DownLinkQuality(%),FlyState,RadioChannel,Timestamp,LastUpdated,IsFlying,IsTakingPhoto,IsTakingVideo,IsTakingInterval,IsTakingPanorama,GimbalPitch,GimbalYaw,GimbalRoll,RcLeftHorizontal,RcLeftVertical,RcRightHorizontal,RcRightVertical,Battery1_Cell1,Battery1_Cell2,Battery1_DischargeCount,Battery1_FullCapacity,Battery1_Serial,DroneName,DroneType,CameraType,DroneSerial,DroneId,CameraId,AppVersion,UtcShiftMillis,AppTip,AppWarning,AppError,DroneError,InstanceId,InstanceName,MissionExecutionState,LastReachedWaypointId,MissionId,MissionName,MissionASL(meters),MediaId, MediaType, MediaFileName, MediaFileSize,VsCommandTimestamp, VsDroneLatitude, VsDroneLongitude, VsDroneX, VsDroneY, VsDroneAlt, VsTargetLatitude, VsTargetLongitude, VsTargetX, VsTargetY, VsTargetAlt, VsVelocityEast, VsVelocityNorth, VsVelocityUp, VsSpeed, VsResPitch, VsResRoll, VsResAlt, VsResYaw, VsResGimbal,CalibrationNorthSouth,CalibrationEastWest,CalibrationVertical,WpReachedMetadata
179,18220,18.22s,GPS_ATTI,24,5,53.93223607,13.05889333,4.1,13.5,,53.93224419,13.05905614,10.7,35.2,,56,7.270,29.9,-4613,1056,-2.4,-.7,-.5,2.5,9.2,5.7,-9.8,-2.2,174.1,100,100,6,0,1745579901045,102,1,0,0,0,0,0,1,0,0,0,0,441,3663,3620,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
180,18324,18.324s,GPS_ATTI,27,5,53.93223382,13.05889133,4.1,13.5,,53.93224419,13.05905614,10.9,35.7,,56,7.270,29.9,-4613,1056,-2.5,-.7,-.3,2.6,9.4,5.8,-9.2,-2.7,174.1,100,100,6,0,1745579901149,104,1,0,0,0,0,0,1,0,0,0,0,381,3663,3620,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
181,18428,18.428s,GPS_ATTI,27,5,53.93223154,13.05889014,4.1,13.5,,53.93224419,13.05905614,11.0,36.1,,56,7.270,29.9,-4613,1056,-2.6,-.7,-.1,2.7,9.7,6.0,-9.1,-2.8,174.2,100,100,6,0,1745579901253,104,1,0,0,0,0,0,1,0,0,0,0,276,3663,3620,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
182,18530,18.53s,GPS_ATTI,26,5,53.93222907,13.05888894,4.1,13.5,,53.93224419,13.05905614,11.1,36.5,,56,7.270,29.9,-4613,1056,-2.6,-.7,0,2.7,9.7,6.0,-7,-2.9,174,100,100,6,0,1745579901355,102,1,0,0,0,0,0,1.1,0,0,0,0,276,3663,3620,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
183,18631,18.631s,GPS_ATTI,26,5,53.93222679,13.0588875,4.2,13.8,,53.93224419,13.05905614,11.2,36.9,,56,7.270,29.9,-4613,1056,-2.6,-.7,0,2.7,9.7,6.0,-4.4,-4,174,100,100,6,0,1745579901456,101,1,0,0,0,0,0,1.2,0,0,0,0,95,3663,3620,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
184,18733,18.733s,GPS_ATTI,27,5,53.93222451,13.05888502,4.2,13.8,,53.93224419,13.05905614,11.5,37.6,,56,7.303,29.9,-5107,1055,-2.6,-.7,0,2.7,9.7,6.0,-1.2,-3.2,174,100,100,6,0,1745579901558,102,1,0,0,0,0,0,1.1,0,0,0,0,0,3595,3548,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
185,18834,18.834s,GPS_ATTI,27,5,53.93222224,13.05888368,4.2,13.8,,53.93224419,13.05905614,11.6,38.0,,56,7.303,29.9,-5107,1055,-2.5,-.7,0,2.6,9.3,5.8,15.4,-8.3,172.4,100,100,6,0,1745579901659,101,1,0,0,0,0,0,2.4,0,0,0,0,0,3595,3548,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
186,18936,18.936s,GPS_ATTI,26,5,53.93222008,13.05888235,4.2,13.8,,53.93224419,13.05905614,11.7,38.5,,56,7.303,29.9,-5107,1055,-2.2,-.6,0,2.3,8.2,5.1,15.7,-8.9,172.3,100,100,6,0,1745579901761,102,1,0,0,0,0,0,3,0,0,0,0,0,3595,3548,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
187,19038,19.038s,GPS_ATTI,26,5,53.93221829,13.05888124,4.2,13.8,,53.93224419,13.05905614,11.8,38.9,,56,7.303,29.9,-5107,1055,-1.8,-.5,0,1.9,6.7,4.2,15.6,-8.8,172.3,100,100,6,0,1745579901863,102,1,0,0,0,0,0,3,0,0,0,0,0,3595,3548,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
188,19140,19.14s,GPS_ATTI,26,5,53.93221677,13.05887975,4.3,14.1,,53.93224419,13.05905614,12.0,39.3,,56,7.303,29.9,-5107,1055,-1.5,-.5,0,1.6,5.7,3.5,16,-10,172.2,100,100,6,0,1745579901965,102,1,0,0,0,0,0,3.1,0,0,0,0,0,3595,3548,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
189,19243,19.243s,GPS_ATTI,26,5,53.9322157,13.05887882,4.3,14.1,,53.93224419,13.05905614,12.1,39.6,,56,7.303,29.9,-5107,1055,-1.1,-.4,0,1.2,4.2,2.6,15,-10.7,172.4,100,100,6,0,1745579902068,103,1,0,0,0,0,0,2.9,0,0,0,0,70,3595,3548,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
190,19345,19.345s,GPS_ATTI,27,5,53.93221484,13.05887797,4.3,14.1,,53.93224419,13.05905614,12.1,39.9,,56,7.303,29.9,-5107,1055,-.8,-.3,0,0.9,3.1,1.9,12,-10,173,100,100,6,0,1745579902170,102,1,0,0,0,0,0,2.6,0,0,0,0,287,3595,3548,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
191,19447,19.447s,GPS_ATTI,27,5,53.93221426,13.05887746,4.4,14.4,,53.93224419,13.05905614,12.2,40.0,,56,7.303,29.9,-5107,1055,-.6,-.2,0,0.6,2.3,1.4,6,-8,173.8,100,100,6,0,1745579902272,102,1,0,0,0,0,0,1.6,0,0,0,0,308,3595,3548,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
192,19549,19.549s,GPS_ATTI,26,5,53.93221375,13.05887704,4.4,14.4,,53.93224419,13.05905614,12.2,40.2,,56,7.303,29.9,-5107,1055,-.6,-.1,0,0.6,2.2,1.4,0.7,-7,174.4,100,100,6,0,1745579902374,102,1,0,0,0,0,0,1,0,0,0,0,307,3595,3548,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
193,19652,19.652s,GPS_ATTI,26,5,53.93221388,13.05887725,4.5,14.8,,53.93224419,13.05905614,12.2,40.1,,56,7.303,29.9,-5107,1055,-.6,-.1,0,0.6,2.2,1.4,-.9,-6,174.4,100,100,6,0,1745579902477,103,1,0,0,0,0,0,0.8,0,0,0,0,307,3595,3548,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
194,19755,19.755s,GPS_ATTI,25,5,53.93221388,13.05887725,4.5,14.8,,53.93224419,13.05905614,12.2,40.1,,56,7.215,29.9,-5069,1054,-.6,0,0,0.6,2.2,1.3,-.6,-4.6,174.3,100,100,6,0,1745579902580,103,1,0,0,0,0,0,1,0,0,0,0,289,3639,3595,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
195,19858,19.858s,GPS_ATTI,25,5,53.93221283,13.05887706,4.6,15.1,,53.93224419,13.05905614,12.3,40.3,,56,7.215,29.9,-5069,1054,-.7,0,0,0.7,2.5,1.6,-.7,-4.5,174.1,100,100,6,0,1745579902683,103,1,0,0,0,0,0,1.1,0,0,0,0,279,3639,3595,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
196,19962,19.962s,GPS_ATTI,25,5,53.93221283,13.05887706,4.6,15.1,,53.93224419,13.05905614,12.3,40.3,,56,7.215,29.9,-5069,1054,-.7,0,0,0.7,2.5,1.6,-.7,-4.8,174,100,100,6,0,1745579902787,104,1,0,0,0,0,0,1.3,0,0,0,0,276,3639,3595,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
197,20064,20.064s,GPS_ATTI,25,5,53.93221136,13.05887802,4.7,15.4,,53.93224419,13.05905614,12.3,40.2,,56,7.215,29.9,-5069,1054,-.8,0,0,0.8,2.9,1.8,-.5,-4.9,173.9,100,100,6,0,1745579902889,102,1,0,0,0,0,0,1.2,0,0,0,0,277,3639,3595,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
198,20166,20.166s,GPS_ATTI,24,5,53.93221062,13.05887815,4.7,15.4,,53.93224419,13.05905614,12.3,40.3,,56,7.215,29.9,-5069,1054,-.8,0,0,0.8,2.9,1.8,-2.4,-4.5,174,100,100,6,0,1745579902991,102,1,0,0,0,0,0,1.2,0,0,0,0,292,3639,3595,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
199,20267,20.267s,GPS_ATTI,24,5,53.93221062,13.05887815,4.7,15.4,,53.93224419,13.05905614,12.3,40.3,,56,7.215,29.9,-5069,1054,-.8,0,0,0.8,2.9,1.8,-2.5,-4.9,174.1,100,100,6,0,1745579903092,101,1,0,0,0,0,0,1.3,0,0,0,0,325,3639,3595,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
200,20369,20.369s,GPS_ATTI,25,5,53.93220887,13.05887823,4.7,15.4,,53.93224419,13.05905614,12.3,40.4,,56,7.215,29.9,-5069,1054,-.8,0,0,0.8,2.9,1.8,-1.9,-4.9,173.9,100,100,6,0,1745579903194,102,1,0,0,0,0,0,1.5,0,0,0,0,440,3639,3595,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
201,20473,20.473s,GPS_ATTI,25,5,53.93220795,13.05887769,4.7,15.4,,53.93224419,13.05905614,12.4,40.7,,56,7.215,29.9,-5069,1054,-.8,0,0,0.8,2.9,1.8,-4.3,-5.5,173.8,100,100,6,0,1745579903298,104,1,0,0,0,0,0,1.4,0,0,0,0,439,3639,3595,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
202,20576,20.576s,GPS_ATTI,24,5,53.93220714,13.05887746,4.8,15.7,,53.93224419,13.05905614,12.4,40.8,,56,7.215,29.9,-5069,1054,-.9,0,0,0.9,3.2,2.0,-6.9,-5.1,173.9,100,100,6,0,1745579903401,103,1,0,0,0,0,0,1.1,0,0,0,0,434,3639,3595,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
203,20677,20.677s,GPS_ATTI,24,5,53.93220625,13.05887736,4.8,15.7,,53.93224419,13.05905614,12.5,40.9,,56,7.215,29.9,-5069,1054,-1,0,0,1,3.6,2.2,-9.7,-4.4,174.2,100,100,6,0,1745579903502,101,1,0,0,0,0,0,0.9,0,0,0,0,428,3639,3595,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
204,20779,20.779s,GPS_ATTI,24,5,53.93220523,13.0588773,4.8,15.7,,53.93224419,13.05905614,12.5,41.1,,56,7.254,30,-4591,1052,-1.1,0,0,1.1,4.0,2.5,-10.8,-4.1,174.3,100,100,6,0,1745579903604,102,1,0,0,0,0,0,0.7,0,0,0,0,428,3649,3610,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
205,20881,20.881s,GPS_ATTI,24,5,53.93220401,13.0588772,4.8,15.7,,53.93224419,13.05905614,12.6,41.3,,56,7.254,30,-4591,1052,-1.3,0,0,1.3,4.7,2.9,-10.9,-4.7,174.5,100,100,6,0,1745579903706,102,1,0,0,0,0,0,0.7,0,0,0,0,419,3649,3610,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
206,20983,20.983s,GPS_ATTI,26,5,53.93220126,13.0588771,4.9,16.1,,53.93224419,13.05905614,12.7,41.6,,56,7.254,30,-4591,1052,-1.6,0,0,1.6,5.8,3.6,-7.6,-6.3,174.3,100,100,6,0,1745579903808,102,1,0,0,0,0,0,0.7,0,0,0,0,412,3649,3610,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
207,21084,21.084s,GPS_ATTI,26,5,53.93220126,13.0588771,4.9,16.1,,53.93224419,13.05905614,12.7,41.6,,56,7.254,30,-4591,1052,-1.6,0,0,1.6,5.8,3.6,-7.6,-6.3,174.3,100,100,6,0,1745579903909,101,1,0,0,0,0,0,1,0,0,0,0,399,3649,3610,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
208,21185,21.185s,GPS_ATTI,25,5,53.93219807,13.05887709,4.9,16.1,,53.93224419,13.05905614,12.8,42.1,,56,7.254,30,-4591,1052,-1.8,0,0,1.8,6.5,4.0,-6,-7.2,174.3,100,100,6,0,1745579904010,101,1,0,0,0,0,0,1,0,0,0,0,309,3649,3610,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
209,21286,21.286s,GPS_ATTI,25,5,53.93219621,13.05887721,4.8,15.7,,53.93224419,13.05905614,12.9,42.4,,56,7.254,30,-4591,1052,-1.8,0,0.1,1.8,6.5,4.0,-5,-5.3,174.2,100,100,6,0,1745579904111,101,1,0,0,0,0,0,1,0,0,0,0,282,3649,3610,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
210,21387,21.387s,GPS_ATTI,25,5,53.93219452,13.05887726,4.8,15.7,,53.93224419,13.05905614,13.0,42.6,,56,7.254,30,-4591,1052,-1.9,0,0,1.9,6.8,4.3,-2.8,-5.9,174.3,100,100,6,0,1745579904212,101,1,0,0,0,0,0,1.1,0,0,0,0,218,3649,3610,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
211,21489,21.489s,GPS_ATTI,25,5,53.93219271,13.05887731,4.8,15.7,,53.93224419,13.05905614,13.1,42.9,,56,7.254,30,-4591,1052,-1.8,0,0.1,1.8,6.5,4.0,-.9,-4.7,173.7,100,100,6,0,1745579904314,102,1,0,0,0,0,0,1.5,0,0,0,0,224,3649,3610,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
212,21591,21.591s,GPS_ATTI,25,5,53.93219102,13.05887717,4.8,15.7,,53.93224419,13.05905614,13.2,43.2,,56,7.254,30,-4591,1052,-1.8,0,0,1.8,6.5,4.0,0.1,-4.6,173.9,100,100,6,0,1745579904416,102,1,0,0,0,0,0,1.6,0,0,0,0,252,3649,3610,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
213,21693,21.693s,GPS_ATTI,24,5,53.93218923,13.05887659,4.7,15.4,,53.93224419,13.05905614,13.3,43.6,,56,7.254,30,-4591,1052,-1.8,0,0,1.8,6.5,4.0,-.8,-5.7,174.1,100,100,6,0,1745579904518,102,1,0,0,0,0,0,1.4,0,0,0,0,252,3649,3610,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
214,21795,21.795s,GPS_ATTI,24,5,53.93218751,13.05887668,4.7,15.4,,53.93224419,13.05905614,13.4,43.9,,56,7.189,30,-5008,1051,-1.8,0.1,0,1.8,6.5,4.0,-2.6,-5.2,174.2,100,100,6,0,1745579904620,102,1,0,0,0,0,0,1,0,0,0,0,253,3655,3612,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
215,21897,21.897s,GPS_ATTI,25,5,53.93218571,13.05887684,4.7,15.4,,53.93224419,13.05905614,13.5,44.1,,56,7.189,30,-5008,1051,-1.8,0.1,0,1.8,6.5,4.0,-2.5,-4.3,174.1,100,100,6,0,1745579904722,102,1,0,0,0,0,0,1.2,0,0,0,0,253,3655,3612,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
216,21999,21.999s,GPS_ATTI,25,5,53.93218401,13.05887705,4.6,15.1,,53.93224419,13.05905614,13.5,44.4,,56,7.189,30,-5008,1051,-1.8,0.2,0,1.8,6.5,4.1,-2.2,-3.3,174.2,100,100,6,0,1745579904824,102,1,0,0,0,0,0,1.2,0,0,0,0,252,3655,3612,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
217,22101,22.101s,GPS_ATTI,26,5,53.9321821,13.05887743,4.6,15.1,,53.93224419,13.05905614,13.6,44.7,,56,7.189,30,-5008,1051,-1.9,0.2,0,1.9,6.9,4.3,-2.5,-3.1,174.1,100,100,6,0,1745579904926,102,1,0,0,0,0,0,1.2,0,0,0,0,252,3655,3612,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
218,22205,22.205s,GPS_ATTI,26,5,53.93218035,13.05887792,4.5,14.8,,53.93224419,13.05905614,13.7,44.9,,56,7.189,30,-5008,1051,-1.9,0.2,0,1.9,6.9,4.3,-1.4,-2.8,174.2,100,100,6,0,1745579905030,104,1,0,0,0,0,0,1.2,0,0,0,0,252,3655,3612,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
219,22306,22.306s,GPS_ATTI,26,5,53.93217849,13.05887846,4.5,14.8,,53.93224419,13.05905614,13.8,45.2,,56,7.189,30,-5008,1051,-2,0.3,0,2.0,7.3,4.5,-.5,-2.5,174.4,100,100,6,0,1745579905131,101,1,0,0,0,0,0,0.9,0,0,0,0,252,3655,3612,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
220,22409,22.409s,GPS_ATTI,26,5,53.93217669,13.05887897,4.4,14.4,,53.93224419,13.05905614,13.9,45.4,,56,7.189,30,-5008,1051,-2,0.3,0,2.0,7.3,4.5,0.1,-1.8,174.2,100,100,6,0,1745579905234,103,1,0,0,0,0,0,1.1,0,0,0,0,252,3655,3612,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
221,22510,22.51s,GPS_ATTI,26,5,53.93217473,13.05888015,4.4,14.4,,53.93224419,13.05905614,13.9,45.6,,56,7.189,30,-5008,1051,-2,0.3,0,2.0,7.3,4.5,1.4,-1.9,174.1,100,100,6,0,1745579905335,101,1,0,0,0,0,0,1.1,0,154,0,0,251,3655,3612,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
222,22612,22.612s,GPS_ATTI,26,5,53.93217299,13.05888062,4.4,14.4,,53.93224419,13.05905614,14.0,45.9,,56,7.189,30,-5008,1051,-2,0.3,0,2.0,7.3,4.5,1.4,-1.8,173.9,100,100,6,0,1745579905437,102,1,0,0,0,0,0,1.4,0,305,0,0,252,3655,3612,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
223,22713,22.713s,GPS_ATTI,26,5,53.9321712,13.05888112,4.3,14.1,,53.93224419,13.05905614,14.1,46.2,,56,7.189,30,-5008,1051,-1.9,0.3,0,1.9,6.9,4.3,1.4,-1.3,174.4,100,100,6,0,1745579905538,101,1,0,0,0,0,0,1.5,0,456,0,0,257,3655,3612,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
