Id,Time(millis),Time(text),FlightMode,GpsCount,GpsSignalLevel,Latitude,Longitude,Altitude(meters),Altitude(feet),Altitude(ASL_meters),HomeLatitude,HomeLongitude,HomeDistance(meters),HomeDistance(feet),FlyZoneInfo,Battery1_Power(%),Battery1_Voltage,Battery1_Temperature(C),Battery1_Current,Battery1_ChargeRemaining,VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s),Speed(m/s),Speed(km/h),Speed(mph),Pitch,Roll,Yaw,UpLinkQuality(%),DownLinkQuality(%),FlyState,RadioChannel,Timestamp,LastUpdated,IsFlying,IsTakingPhoto,IsTakingVideo,IsTakingInterval,IsTakingPanorama,GimbalPitch,GimbalYaw,GimbalRoll,RcLeftHorizontal,RcLeftVertical,RcRightHorizontal,RcRightVertical,Battery1_Cell1,Battery1_Cell2,Battery1_DischargeCount,Battery1_FullCapacity,Battery1_Serial,DroneName,DroneType,CameraType,DroneSerial,DroneId,CameraId,AppVersion,UtcShiftMillis,AppTip,AppWarning,AppError,DroneError,InstanceId,InstanceName,MissionExecutionState,LastReachedWaypointId,MissionId,MissionName,MissionASL(meters),MediaId, MediaType, MediaFileName, MediaFileSize,VsCommandTimestamp, VsDroneLatitude, VsDroneLongitude, VsDroneX, VsDroneY, VsDroneAlt, VsTargetLatitude, VsTargetLongitude, VsTargetX, VsTargetY, VsTargetAlt, VsVelocityEast, VsVelocityNorth, VsVelocityUp, VsSpeed, VsResPitch, VsResRoll, VsResAlt, VsResYaw, VsResGimbal,CalibrationNorthSouth,CalibrationEastWest,CalibrationVertical,WpReachedMetadata
0,11,0.011s,ASSISTED_TAKEOFF,22,5,53.93224416,13.0590562,0,0,,53.93224419,13.05905614,0.0,0.0,,57,7.679,29.6,-1821,1080,0,-.1,-.4,0.4,1.5,0.9,-3.2,-1.1,-80,100,100,10,0,1745579882836,11,0,0,1,0,0,0,2.9,0,0,467,0,0,3856,3834,28,1895,3QFPJ8JCA50AJ4,DJI Mini 2,,Mavic Mini 2,3NZCJ8Q01434W4,DJI_MINI_2,,Android 2.7.3 (178),7200000,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
1,117,0.117s,GPS_ATTI,22,5,53.93224416,13.0590562,0,0,,53.93224419,13.05905614,0.0,0.0,,57,7.679,29.6,-1821,1080,0,-.1,-.6,0.6,2.2,1.4,1.5,1.3,-80.9,100,100,6,0,1745579882942,106,1,0,1,0,0,0,2.5,0,0,474,0,0,3856,3834,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
2,219,0.219s,GPS_ATTI,22,5,53.93224445,13.05905528,0.1,0.3,,53.93224419,13.05905614,0.1,0.2,,57,7.679,29.6,-1821,1080,0.1,-.1,-.9,0.9,3.3,2.0,1.8,-.7,-80.7,100,100,6,0,1745579883044,102,1,0,1,0,0,0,2.5,0,0,438,0,0,3822,3790,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
3,322,0.322s,GPS_ATTI,22,5,53.93224453,13.059055,0.2,0.7,,53.93224419,13.05905614,0.1,0.3,,57,7.679,29.6,-1821,1080,0,-.1,-1.1,1.1,4.0,2.5,2.6,-1.6,-80.4,100,100,6,0,1745579883147,103,1,0,1,0,0,0,2.1,0,0,383,0,0,3822,3790,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
4,425,0.425s,GPS_ATTI,22,5,53.93224463,13.05905475,0.4,1.3,,53.93224419,13.05905614,0.1,0.3,,57,7.679,29.6,-1821,1080,0,-.1,-1.2,1.2,4.3,2.7,3,-1.9,-80.4,100,100,6,0,1745579883250,103,1,0,1,0,0,0,2,0,0,63,0,0,3822,3790,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
5,530,0.53s,GPS_ATTI,22,5,53.93224464,13.05905457,0.6,2.0,,53.93224419,13.05905614,0.1,0.4,,57,7.679,29.6,-1821,1080,0,0,-1.3,1.3,4.7,2.9,2.5,0.1,-80.3,100,100,6,0,1745579883355,105,1,0,1,0,0,0,1.9,0,0,0,0,0,3822,3790,,,,,,,,,,,,,Image Transmission Signal Weak; ,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
6,633,0.633s,GPS_ATTI,22,5,53.93224453,13.0590546,0.7,2.3,,53.93224419,13.05905614,0.1,0.4,,57,7.679,29.6,-1821,1080,0,0,-1.2,1.2,4.3,2.7,1.3,1.5,-80.3,100,100,6,0,1745579883458,103,1,0,1,0,0,0,1.9,0,0,0,0,0,3822,3790,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
7,736,0.736s,GPS_ATTI,19,5,53.93224441,13.05905463,0.8,2.6,,53.93224419,13.05905614,0.1,0.3,,57,7.323,29.6,-5122,1079,-.1,-.1,-1.1,1.1,4.0,2.5,1.9,1.2,-80.4,100,100,6,0,1745579883561,103,1,0,1,0,0,0,1.9,0,0,0,0,0,3822,3790,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
8,837,0.837s,GPS_ATTI,19,5,53.93224434,13.05905424,1,3.3,,53.93224419,13.05905614,0.1,0.4,,57,7.323,29.6,-5122,1079,0,0,-.9,0.9,3.2,2.0,2.1,2.1,-80.3,100,100,6,0,1745579883662,101,1,0,1,0,0,0,1.9,0,0,0,0,0,3822,3790,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
9,939,0.939s,GPS_ATTI,20,5,53.93224411,13.05905361,1.1,3.6,,53.93224419,13.05905614,0.2,0.5,,57,7.323,29.6,-5122,1079,0,0,-.7,0.7,2.5,1.6,2.2,2.5,-80.2,100,100,6,0,1745579883764,102,1,0,1,0,0,0,1.9,0,0,0,0,0,3822,3790,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
10,1040,1.04s,GPS_ATTI,20,5,53.93224411,13.05905361,1.1,3.6,,53.93224419,13.05905614,0.2,0.5,,57,7.323,29.6,-5122,1079,0,0,-.4,0.4,1.4,0.9,2.1,2.6,-80.2,100,100,6,0,1745579883865,101,1,0,1,0,0,0,1.7,0,0,0,0,0,3822,3790,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
11,1142,1.142s,GPS_ATTI,20,5,53.93224424,13.05905292,1.2,3.9,,53.93224419,13.05905614,0.2,0.7,,57,7.323,29.6,-5122,1079,0,0,-.2,0.2,0.7,0.4,1.4,2.1,-80.3,100,100,6,0,1745579883967,102,1,0,1,0,0,0,1.8,0,0,0,0,0,3822,3790,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
12,1244,1.244s,GPS_ATTI,20,5,53.93224424,13.05905292,1.2,3.9,,53.93224419,13.05905614,0.2,0.7,,57,7.323,29.6,-5122,1079,0,0,0,0,0,0,1.7,1.4,-80.3,100,100,6,0,1745579884069,102,1,0,1,0,0,0,1.8,0,0,0,0,0,3719,3687,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
13,1346,1.346s,GPS_ATTI,20,5,53.93224424,13.05905292,1.2,3.9,,53.93224419,13.05905614,0.2,0.7,,57,7.323,29.6,-5122,1079,0,0,0,0,0,0,1.4,0.2,-80.5,100,100,6,0,1745579884171,102,1,0,1,0,0,0,2,0,0,0,0,0,3719,3687,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
14,1447,1.447s,GPS_ATTI,20,5,53.93224424,13.05905292,1.2,3.9,,53.93224419,13.05905614,0.2,0.7,,57,7.323,29.6,-5122,1079,0,0,0,0,0,0,1.3,0.6,-80.5,100,100,6,0,1745579884272,101,1,0,1,0,0,0,2.1,0,0,0,0,0,3719,3687,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
15,1548,1.548s,GPS_ATTI,20,5,53.93224424,13.05905292,1.2,3.9,,53.93224419,13.05905614,0.2,0.7,,57,7.323,29.6,-5122,1079,0,0,0,0,0,0,1.6,0.6,-80.4,100,100,6,0,1745579884373,101,1,0,1,0,0,0,2,0,0,0,0,0,3719,3687,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
16,1649,1.649s,GPS_ATTI,20,5,53.93224424,13.05905292,1.2,3.9,,53.93224419,13.05905614,0.2,0.7,,57,7.323,29.6,-5122,1079,0,0,0,0,0,0,1.8,1.1,-80.4,100,100,6,0,1745579884474,101,1,0,1,0,0,0,1.9,0,0,0,0,0,3719,3687,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
17,1751,1.751s,GPS_ATTI,21,5,53.93224424,13.05905292,1.2,3.9,,53.93224419,13.05905614,0.2,0.7,,57,7.466,29.6,-4145,1077,0,0,0,0,0,0,2.2,1.2,-80.4,100,100,6,0,1745579884576,102,1,0,1,0,0,0,2,0,0,0,0,0,3719,3687,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
18,1853,1.853s,GPS_ATTI,21,5,53.93224424,13.05905292,1.2,3.9,,53.93224419,13.05905614,0.2,0.7,,57,7.466,29.6,-4145,1077,0,0,0,0,0,0,2.4,0.9,-80.4,100,100,6,0,1745579884678,102,1,0,1,0,0,0,2,0,0,0,0,0,3719,3687,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
19,1955,1.955s,GPS_ATTI,21,5,53.93224424,13.05905292,1.2,3.9,,53.93224419,13.05905614,0.2,0.7,,57,7.466,29.6,-4145,1077,0,0,0,0,0,0,2.3,1.3,-80.3,100,100,6,0,1745579884780,102,1,0,1,0,0,0,1.9,0,0,0,0,0,3719,3687,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
20,2057,2.057s,GPS_ATTI,21,5,53.93224394,13.0590517,1.3,4.3,,53.93224419,13.05905614,0.3,01.0,,57,7.466,29.6,-4145,1077,0,0,0,0,0,0,2,1.5,-80.3,100,100,6,0,1745579884882,102,1,0,1,0,0,0,1.9,0,0,0,0,0,3719,3687,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
21,2159,2.159s,GPS_ATTI,22,5,53.93224394,13.0590517,1.3,4.3,,53.93224419,13.05905614,0.3,01.0,,57,7.466,29.6,-4145,1077,0,0,0,0,0,0,1.6,1.9,-80.3,100,100,6,0,1745579884984,102,1,0,1,0,0,0,1.9,0,0,0,0,0,3719,3687,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
22,2260,2.26s,GPS_ATTI,22,5,53.93224394,13.0590517,1.3,4.3,,53.93224419,13.05905614,0.3,01.0,,57,7.466,29.6,-4145,1077,0,0,0,0,0,0,2,2.1,-80.3,100,100,6,0,1745579885085,101,1,0,1,0,0,0,1.9,0,0,0,0,0,3720,3684,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
23,2361,2.361s,GPS_ATTI,22,5,53.93224394,13.0590517,1.3,4.3,,53.93224419,13.05905614,0.3,01.0,,57,7.466,29.6,-4145,1077,0,0,0,0,0,0,2.1,1.3,-80.3,100,100,6,0,1745579885186,101,1,0,1,0,0,0,1.9,0,0,0,0,0,3720,3684,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
24,2463,2.463s,GPS_ATTI,22,5,53.93224394,13.0590517,1.3,4.3,,53.93224419,13.05905614,0.3,01.0,,57,7.466,29.6,-4145,1077,0,0,0,0,0,0,2.3,1.7,-80.1,100,100,6,0,1745579885288,102,1,0,1,0,0,0,1.9,0,0,0,0,0,3720,3684,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
25,2564,2.564s,GPS_ATTI,22,5,53.93224394,13.0590517,1.3,4.3,,53.93224419,13.05905614,0.3,01.0,,57,7.466,29.6,-4145,1077,0,0,0,0,0,0,1.8,1.9,-80.1,100,100,6,0,1745579885389,101,1,0,1,0,0,0,1.9,0,0,0,0,0,3720,3684,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
26,2665,2.665s,GPS_ATTI,22,5,53.93224334,13.05905057,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.466,29.6,-4145,1077,0,0,0,0,0,0,1.6,1.5,-80.4,100,100,6,0,1745579885490,101,1,0,1,0,0,0,2,0,0,0,0,0,3720,3684,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
27,2767,2.767s,GPS_ATTI,22,5,53.93224334,13.05905057,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.383,29.7,-4726,1076,0,0,0,0,0,0,1.1,1.7,-80.4,100,100,6,0,1745579885592,102,1,0,1,0,0,0,1.8,0,0,0,0,0,3720,3684,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
28,2868,2.868s,GPS_ATTI,22,5,53.93224334,13.05905057,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.383,29.7,-4726,1076,0,0,0,0,0,0,1.4,2.2,-80.1,100,100,6,0,1745579885693,101,1,0,1,0,0,0,1.7,0,0,0,0,0,3720,3684,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
29,2969,2.969s,GPS_ATTI,23,5,53.93224334,13.05905057,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.383,29.7,-4726,1076,0,0,0,0,0,0,2,1.9,-80.1,100,100,6,0,1745579885794,101,1,0,1,0,0,0,1.7,0,0,0,0,0,3720,3684,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
30,3070,3.07s,GPS_ATTI,23,5,53.93224334,13.05905057,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.383,29.7,-4726,1076,0,0,0,0,0,0,1.9,1.9,-80.2,100,100,6,0,1745579885895,101,1,0,1,0,0,0,1.7,0,0,0,0,0,3720,3684,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
31,3172,3.172s,GPS_ATTI,23,5,53.93224334,13.05905057,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.383,29.7,-4726,1076,0,0,0,0,0,0,1.9,1.9,-80.2,100,100,6,0,1745579885997,102,1,0,1,0,0,0,1.7,0,0,0,0,0,3720,3684,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
32,3273,3.273s,GPS_ATTI,23,5,53.93224334,13.05905057,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.383,29.7,-4726,1076,0,0,0,0,0,0,1.4,0.9,-80.1,100,100,6,0,1745579886098,101,1,0,1,0,0,0,1.8,0,0,0,0,0,3707,3671,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
33,3374,3.374s,GPS_ATTI,23,5,53.93224334,13.05905057,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.383,29.7,-4726,1076,0,0,0,0,0,0,1.4,1.6,-80.2,100,100,6,0,1745579886199,101,1,0,1,0,0,0,1.8,0,0,0,0,0,3707,3671,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
34,3475,3.475s,GPS_ATTI,23,5,53.93224334,13.05905057,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.383,29.7,-4726,1076,0,0,0,0,0,0,0.8,2,-80.1,100,100,6,0,1745579886300,101,1,0,1,0,0,0,1.7,0,0,0,0,0,3707,3671,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
35,3576,3.576s,GPS_ATTI,23,5,53.93224243,13.0590513,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.383,29.7,-4726,1076,0,0,0,0,0,0,1.5,2.2,-80.1,100,100,6,0,1745579886401,101,1,0,1,0,0,0,1.7,0,0,0,0,0,3707,3671,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
36,3677,3.677s,GPS_ATTI,23,5,53.93224243,13.0590513,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.383,29.7,-4726,1076,0,0,0,0,0,0,1.3,2.2,-80.1,100,100,6,0,1745579886502,101,1,0,1,0,0,0,1.7,0,0,0,0,0,3707,3671,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
37,3778,3.778s,GPS_ATTI,25,5,53.93224243,13.0590513,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.377,29.6,-4669,1075,0,0,0,0,0,0,1,2.1,-80.1,100,100,6,0,1745579886603,101,1,0,1,0,0,0,1.8,0,0,0,0,0,3707,3671,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
38,3879,3.879s,GPS_ATTI,25,5,53.93224243,13.0590513,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.377,29.6,-4669,1075,0,0,0,0,0,0,1.1,1.7,-80.2,100,100,6,0,1745579886704,101,1,0,1,0,0,0,1.8,0,0,0,0,0,3707,3671,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
39,3980,3.98s,GPS_ATTI,25,5,53.93224243,13.0590513,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.377,29.6,-4669,1075,0,0,0,0,0,0,0.7,1.7,-80.3,100,100,6,0,1745579886805,101,1,0,1,0,0,0,1.8,0,0,0,0,0,3707,3671,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
40,4081,4.081s,GPS_ATTI,24,5,53.93224243,13.0590513,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.377,29.6,-4669,1075,0,0,0,0,0,0,0.8,1.8,-80.3,100,100,6,0,1745579886906,101,1,0,1,0,0,0,1.8,0,0,0,0,0,3707,3671,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
41,4181,4.181s,GPS_ATTI,24,5,53.93224243,13.0590513,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.377,29.6,-4669,1075,0,0,0,0,0,0,0.8,1.9,-80.2,100,100,6,0,1745579887006,100,1,0,1,0,0,0,1.8,0,0,0,0,0,3707,3671,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
42,4282,4.282s,GPS_ATTI,24,5,53.93224243,13.0590513,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.377,29.6,-4669,1075,0,0,0,0,0,0,0.4,1.9,-80.1,100,100,6,0,1745579887107,101,1,0,1,0,0,0,1.7,0,0,0,0,0,3707,3671,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
43,4384,4.384s,GPS_ATTI,24,5,53.93224243,13.0590513,1.3,4.3,,53.93224419,13.05905614,0.4,1.2,,57,7.377,29.6,-4669,1075,0,0,0,0,0,0,0.4,1.9,-80.1,100,100,6,0,1745579887209,102,1,0,1,0,0,0,1.8,0,0,0,0,0,3707,3671,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
44,4485,4.485s,GPS_ATTI,22,5,53.93224268,13.0590496,1.3,4.3,,53.93224419,13.05905614,0.5,1.5,,57,7.377,29.6,-4669,1075,0,0,0,0,0,0,0.2,1.7,-80.1,100,100,6,0,1745579887310,101,1,0,1,0,0,0,1.8,0,0,0,0,0,3707,3671,,,,,,,,,,,,,,,,57911e63-5854-4165-8c6a-7b622a5f22ad,Rustow_North,Idle,-1,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
